scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
F/20250611/7359,2025-05-26,2025-06-11,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,HSBC,45992816,+6597738351,NA,NA,NA,18629.59,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6597738351. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $18629.59 was made to HSBC account 45992816 on 2025-05-26.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
D/20250404/7561,2025-03-27,2025-04-04,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CITIBANK,15396695,+6598092903,NA,NA,NA,97451.44,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6598092903. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $97451.44 was made to CITIBANK account 15396695 on 2025-03-27.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Michael Lee and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR WILLIAM WONG,NA,NA,NA
A/20250316/2568,2025-03-01,2025-03-16,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,HSBC,46191965,+6597469488,NA,NA,NA,89142.56,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6597469488. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $89142.56 was made to HSBC account 46191965 on 2025-03-01.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
D/20250726/7775,2025-06-27,2025-07-26,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CIMB,84699733,+6592503436,NA,NA,NA,10505.14,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6592503436. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $10505.14 was made to CIMB account 84699733 on 2025-06-27.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
D/20250308/2867,2025-02-16,2025-03-08,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,UOB,58008514,+6594935599,NA,NA,NA,53061.73,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6594935599. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $53061.73 was made to UOB account 58008514 on 2025-02-16.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Michael Lee and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR WILLIAM WONG,NA,NA,NA
F/20250308/2390,2025-02-23,2025-03-08,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,SCB,27238656,+6599145575,NA,NA,NA,25187.16,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6599145575. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $25187.16 was made to SCB account 27238656 on 2025-02-23.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
F/20250321/2673,2025-03-16,2025-03-21,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,DBS,26796927,+6592277939,NA,NA,NA,64082.51,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6592277939. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $64082.51 was made to DBS account 26796927 on 2025-03-16.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
F/20250731/7591,2025-07-11,2025-07-31,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,GXS,46895009,+6593972005,NA,NA,NA,94458.88,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6593972005. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $94458.88 was made to GXS account 46895009 on 2025-07-11.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
G/20250606/2476,2025-05-13,2025-06-06,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,GXS,91371894,+6591312558,NA,NA,NA,32256.72,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6591312558. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $32256.72 was made to GXS account 91371894 on 2025-05-13.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
E/20250424/2431,2025-04-05,2025-04-24,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,MAYBANK,20949407,+6594942868,NA,NA,NA,73035.92,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6594942868. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $73035.92 was made to MAYBANK account 20949407 on 2025-04-05.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR WILLIAM WONG,NA,NA,NA
D/20250126/2084,2025-01-16,2025-01-26,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,DBS,44294440,+6598482495,NA,NA,NA,91311.61,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6598482495. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $91311.61 was made to DBS account 44294440 on 2025-01-16.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
J/20250710/7267,2025-06-14,2025-07-10,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,28051292,+6593962709,NA,NA,NA,18504.33,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6593962709. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $18504.33 was made to CIMB account 28051292 on 2025-06-14.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
J/20250524/2055,2025-05-17,2025-05-24,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,DBS,02767478,+6594435820,NA,NA,NA,71063.39,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6594435820. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $71063.39 was made to DBS account 02767478 on 2025-05-17.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
F/20250216/7295,2025-02-02,2025-02-16,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,BOC,80185694,+6596408965,NA,NA,NA,23333.2,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6596408965. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $23333.20 was made to BOC account 80185694 on 2025-02-02.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
J/20250428/7751,2025-04-13,2025-04-28,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,SCB,85258001,+6599877154,NA,NA,NA,91623.66,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6599877154. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $91623.66 was made to SCB account 85258001 on 2025-04-13.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
D/20250208/2257,2025-01-31,2025-02-08,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,UOB,91093911,+6590571126,NA,NA,NA,73080.32,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6590571126. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $73080.32 was made to UOB account 91093911 on 2025-01-31.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
J/20250119/2478,2025-01-10,2025-01-19,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,46542140,+6591270273,NA,NA,NA,94387.22,"I received a call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6591270273. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $94387.22 was made to CIMB account 46542140 on 2025-01-10.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
D/20250218/2950,2025-02-15,2025-02-18,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,HSBC,71286391,+6596587312,NA,NA,NA,74281.47,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6596587312. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $74281.47 was made to HSBC account 71286391 on 2025-02-15.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
F/20250625/2795,2025-06-01,2025-06-25,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CIMB,20064256,+6590314820,NA,NA,NA,24768.99,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6590314820. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $24768.99 was made to CIMB account 20064256 on 2025-06-01.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
D/20250131/7553,2025-01-06,2025-01-31,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CITIBANK,71985546,+6590055488,NA,NA,NA,30471.4,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6590055488. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $30471.40 was made to CITIBANK account 71985546 on 2025-01-06.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR CAYDEN TAN,NA,NA,NA
D/20250607/2663,2025-05-13,2025-06-07,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,GXS,06346157,+6592963163,NA,NA,NA,62244.25,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6592963163. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $62244.25 was made to GXS account 06346157 on 2025-05-13.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
F/20250607/7500,2025-06-06,2025-06-07,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,GXS,47870050,+6591056840,NA,NA,NA,73552.32,"I received a WhatsApp call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6591056840. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $73552.32 was made to GXS account 47870050 on 2025-06-06.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
J/20250203/2962,2025-01-12,2025-02-03,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,HSBC,93102707,+6599002006,NA,NA,NA,93179.69,"I received a call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6599002006. 
He claimed that workers employed under my details were involved in money laundering. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $93179.69 was made to HSBC account 93102707 on 2025-01-12.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
G/20250322/7467,2025-03-12,2025-03-22,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,TRUST,11179931,+6592863692,NA,NA,NA,67126.03,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6592863692. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $67126.03 was made to TRUST account 11179931 on 2025-03-12.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR WILLIAM WONG,NA,NA,NA
D/20250122/7329,2025-01-03,2025-01-22,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,TRUST,25114262,+6590764815,NA,NA,NA,77625.01,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6590764815. 
He claimed that workers employed under my details were overstaying in Singapore. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $77625.01 was made to TRUST account 25114262 on 2025-01-03.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
D/20250701/2796,2025-06-27,2025-07-01,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,10021946,+6590262233,NA,NA,NA,78662.83,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6590262233. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $78662.83 was made to CIMB account 10021946 on 2025-06-27.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
