vic_first_name,vic_last_name,vic_nric,vic_sex,vic_dob,vic_nationality,vic_race,vic_occupation,vic_contact_no,vic_email,vic_blk,vic_street,vic_unit_no,vic_postal_code,scam_report_no,scam_incident_date,scam_report_date,scam_type,scam_approach_platform,scam_communication_platform,scam_transaction_type,scam_beneficiary_platform,scam_beneficiary_identifier,scam_contact_no,scam_email,scam_moniker,scam_url_link,scam_amount_lost,scam_incident_description,scam_subcategory,scam_item_involved,scam_item_type,scam_impersonation_type,scam_first_impersonated_entity,scam_first_impersonated_entity_name,scam_second_impersonated_entity,scam_second_impersonated_entity_name,scam_phished_details,scam_use_of_phished_details,scam_pretext_for_phishing
RAHUL,RAO,G9670999C,MALE,1996-04-24,INDIAN,INDIAN,DOCTOR,+6595152035,r.rao@gmail.com,440,CHINATOWN POINT,#22-48,373216,D/20250421/7541,2025-04-17,2025-04-21,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,MAYBANK,28013875,+6593213634,NA,NA,NA,3893.69,"I received a WhatsApp call from an individual named Jeremy Tan, claiming to be a bank officer from UOB. He had contacted me using +6593213634.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3893.69 was made to MAYBANK account 28013875 on 2025-04-17.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,JEREMY TAN,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
JOSE,REYES,G6213861X,MALE,1962-10-01,FILIPINO,FILIPINO,MAINTENANCE TECHNICIAN,+6590122986,jose_reyes@outlook.com,651,BUKIT BATOK ST,#14-86,760093,G/20250517/7735,2025-05-13,2025-05-17,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CIMB,71333447,+6597300752,NA,NA,NA,91685.65,"I received a WhatsApp call from an individual named Michael Lee, who claimed to be from the Ministry of Manpower. He had contacted me using +6597300752. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $91685.65 was made to CIMB account 71333447 on 2025-05-13.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Michael Lee and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,MICHAEL LEE,SINGAPORE POLICE FORCE,INSPECTOR TIMOTHY LEE,NA,NA,NA
JUAN,CRUZ,G6129991D,MALE,1961-08-23,FILIPINO,FILIPINO,SECURITY GUARD,+6590207430,j.cruz@yahoo.com.sg,815,JALAN BESAR,#38-67,919656,G/20250406/2067,2025-03-21,2025-04-06,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,DBS,06462879,+6596304414,NA,NA,NA,2523.28,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from DBS. He had contacted me using +6596304414.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $2523.28 was made to DBS account 06462879 on 2025-03-21.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,SANDY GOH,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR JAMES TAN,NA,NA,NA
YAN JIA,NG,G6298780D,FEMALE,1962-07-26,MALAYSIAN,CHINESE,CLEANER,+6591542590,yj.ng@yahoo.com.sg,367,PASIR RIS DR,#14-85,448005,G/20250416/7867,2025-03-30,2025-04-16,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,BOC,77242954,+6596883963,NA,NA,NA,2364.0,"I received a WhatsApp call from an individual named Sandy Goh, claiming to be a bank officer from OCBC. He had contacted me using +6596883963.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $2364.00 was made to BOC account 77242954 on 2025-03-30.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,SANDY GOH,SINGAPORE POLICE FORCE,INSPECTOR JAMES TAN,NA,NA,NA
TING YAN,TAN,S5610393A,FEMALE,1956-10-17,SINGAPOREAN,CHINESE,CLEANER,+6599455747,ty.tan@gmail.com,155,MARINE PARADE RD,#13-64,668458,F/20250521/7664,2025-05-03,2025-05-21,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,SCB,35548640,+6599732788,NA,NA,NA,624.4,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from OCBC. He had contacted me using +6599732788.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $624.40 was made to SCB account 35548640 on 2025-05-03.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,JEREMY TAN,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR JAMES TAN,NA,NA,NA
MIN MIN,WONG,S8069137G,MALE,1980-12-22,SINGAPOREAN,CHINESE,ACCOUNTANT,+6591647814,mm.wong@hotmail.com,899,PASIR RIS DR,#09-39,879850,A/20250630/7029,2025-05-31,2025-06-30,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,19597964,+6594650930,NA,NA,NA,52126.12,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6594650930. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $52126.12 was made to CIMB account 19597964 on 2025-05-31.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
VIKRAM,PILLAI,G5824903K,MALE,1958-03-03,INDIAN,INDIAN,ACCOUNTANT,+6598991321,vikram.pillai@gmail.com,376,UPPER BUKIT TIMAH RD,#14-58,423284,E/20250311/7647,2025-02-15,2025-03-11,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,SCB,52090421,+6594524723,NA,NA,NA,45365.28,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6594524723. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Timothy Lee, claiming to be from the Immigration and Checkpoints Authority. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $45365.28 was made to SCB account 52090421 on 2025-02-15.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Immigration and Checkpoints Authority, 
where there were no records of Royce Tan and Inspector Timothy Lee.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,IMMIGRATION AND CHECKPOINTS AUTHORITY,INSPECTOR TIMOTHY LEE,NA,NA,NA
XIN WEI,NG,G5172290H,MALE,1951-04-24,MALAYSIAN,CHINESE,LAWYER,+6593776753,xinwei_ng@gmail.com,703,JURONG WEST ST,#18-84,529399,D/20250614/7104,2025-05-15,2025-06-14,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,GXS,33898881,+6592593001,NA,NA,NA,1787.67,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from DBS. He had contacted me using +6592593001.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $1787.67 was made to GXS account 33898881 on 2025-05-15.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,JEREMY TAN,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
LI MIN,CHUA,S8006530X,MALE,1980-10-19,SINGAPOREAN,CHINESE,TEACHER,+6597936405,limin_chua@outlook.com,48,HOUGANG AVE,#18-52,250840,G/20250519/2854,2025-04-22,2025-05-19,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,87300244,+6595098837,NA,NA,NA,3395.38,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from UOB. He had contacted me using +6595098837.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3395.38 was made to CIMB account 87300244 on 2025-04-22.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,SANDY GOH,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR ROYSTON WONG,NA,NA,NA
JIA JIA,GOH,S5556915J,FEMALE,1955-01-31,SINGAPOREAN,CHINESE,LAWYER,+6590367637,jj.goh@gmail.com,161,MARINE PARADE RD,#10-15,987599,G/20250611/2726,2025-06-07,2025-06-11,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,MAYBANK,79513711,+6598939831,NA,NA,NA,4478.48,"I received a WhatsApp call from an individual named Sandy Goh, claiming to be a bank officer from OCBC. He had contacted me using +6598939831.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $4478.48 was made to MAYBANK account 79513711 on 2025-06-07.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,SANDY GOH,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
YAN JIA,NG,S7932945X,FEMALE,1979-03-30,SINGAPOREAN,CHINESE,ACCOUNTANT,+6592804559,yanjia_ng@outlook.com,226,CHINATOWN POINT,#13-17,144748,E/20250624/2353,2025-06-23,2025-06-24,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CIMB,81376742,+6595168814,NA,NA,NA,4880.51,"I received a call from an individual named Gladys Lim, claiming to be a bank officer from OCBC. He had contacted me using +6595168814.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $4880.51 was made to CIMB account 81376742 on 2025-06-23.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Gladys Lim and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,GLADYS LIM,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
HASSAN,BIN ISMAIL,S9979851Z,MALE,1999-12-30,SINGAPOREAN,MALAY,MAINTENANCE TECHNICIAN,+6592597208,hassan_binismail@hotmail.com,50,CLEMENTI AVE,#21-77,153325,G/20250214/2430,2025-02-11,2025-02-14,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,BOC,70027206,+6599189346,NA,NA,NA,69152.55,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6599189346. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $69152.55 was made to BOC account 70027206 on 2025-02-11.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
OLIVIA,SMITH,G5307029N,FEMALE,1953-02-08,AMERICAN,CAUCASIAN,WAREHOUSE WORKER,+6590365746,o.smith@gmail.com,76,JURONG WEST ST,#29-17,196446,G/20250612/2444,2025-06-04,2025-06-12,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,TRUST,29060078,+6593731363,NA,NA,NA,3162.97,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from UOB. He had contacted me using +6593731363.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3162.97 was made to TRUST account 29060078 on 2025-06-04.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,JEREMY TAN,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR JAMES TAN,NA,NA,NA
MOHAMMAD,BIN ISMAIL,S5352074I,MALE,1953-05-14,SINGAPOREAN,MALAY,WAREHOUSE WORKER,+6595012883,mohammad_binismail@outlook.com,202,CLEMENTI AVE,#34-98,351974,A/20250310/7079,2025-02-12,2025-03-10,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CITIBANK,03108907,+6598124448,NA,NA,NA,1861.09,"I received a call from an individual named Jeremy Tan, claiming to be a bank officer from DBS. He had contacted me using +6598124448.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $1861.09 was made to CITIBANK account 03108907 on 2025-02-12.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Jeremy Tan and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,JEREMY TAN,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR THOMAS LEE,NA,NA,NA
RAHUL,PILLAI,G8266580A,MALE,1982-04-25,INDIAN,INDIAN,DRIVER,+6599416557,rahul.pillai@outlook.com,408,PASIR RIS DR,#33-90,401610,J/20250209/7707,2025-02-07,2025-02-09,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,MAYBANK,86451837,+6594021093,NA,NA,NA,4405.79,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from OCBC. He had contacted me using +6594021093.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $4405.79 was made to MAYBANK account 86451837 on 2025-02-07.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,SANDY GOH,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR JAMES TAN,NA,NA,NA
RAHIM,HOSSAIN,G6374470D,MALE,1963-12-09,BANGLADESHI,BANGLADESHI,DRIVER,+6598289690,r.hossain@yahoo.com.sg,162,BUKIT BATOK ST,#33-10,858711,J/20250721/2905,2025-07-03,2025-07-21,GOVERNMENT OFFICIALS IMPERSONATION,WHATSAPP,WHATSAPP,BANK TRANSFER,CIMB,62467197,+6592753883,NA,NA,NA,62340.32,"I received a WhatsApp call from an individual named Royce Tan, who claimed to be from the Ministry of Manpower. He had contacted me using +6592753883. 
He claimed that workers employed under my details had illegal employment. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector William Wong, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $62340.32 was made to CIMB account 62467197 on 2025-07-03.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of Royce Tan and Inspector William Wong.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,ROYCE TAN,SINGAPORE POLICE FORCE,INSPECTOR WILLIAM WONG,NA,NA,NA
MIN MIN,NG,G8162575Y,MALE,1981-10-29,MALAYSIAN,CHINESE,ACCOUNTANT,+6595135759,minmin_ng@hotmail.com,181,BUKIT BATOK ST,#03-39,404955,D/20250619/7122,2025-05-28,2025-06-19,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,CITIBANK,91215353,+6596623837,NA,NA,NA,4088.19,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from DBS. He had contacted me using +6596623837.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $4088.19 was made to CITIBANK account 91215353 on 2025-05-28.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,SANDY GOH,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR JAMES TAN,NA,NA,NA
SOPHIA,FERNANDEZ,S6198552I,FEMALE,1961-07-23,SINGAPOREAN,EURASIAN,DOCTOR,+6592078241,sophia.fernandez@outlook.com,707,ANG MO KIO AVE,#16-48,612530,E/20250327/7556,2025-03-23,2025-03-27,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,MAYBANK,45189520,+6595305130,NA,NA,NA,3989.95,"I received a call from an individual named Gladys Lim, claiming to be a bank officer from OCBC. He had contacted me using +6595305130.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector James Tan via WhatsApp, claiming to be from the Monetary Authority of Singapore. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector James Tan showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3989.95 was made to MAYBANK account 45189520 on 2025-03-23.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Gladys Lim and Inspector James Tan.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,OCBC,GLADYS LIM,MONETARY AUTHORITY OF SINGAPORE,INSPECTOR JAMES TAN,NA,NA,NA
YAN JIA,CHAN,S4858891N,FEMALE,1948-07-29,SINGAPOREAN,CHINESE,RETIRED,+6597393515,yanjia_chan@yahoo.com.sg,57,BUKIT BATOK ST,#17-84,429502,A/20250219/2273,2025-02-05,2025-02-19,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,TRUST,05696591,+6597880256,NA,NA,NA,3173.85,"I received a call from an individual named Sandy Goh, claiming to be a bank officer from UOB. He had contacted me using +6597880256.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Royston Wong via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in legal investigation and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Royston Wong showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3173.85 was made to TRUST account 05696591 on 2025-02-05.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Sandy Goh and Inspector Royston Wong.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,UOB,SANDY GOH,SINGAPORE POLICE FORCE,INSPECTOR ROYSTON WONG,NA,NA,NA
MICHAEL,DAVIS,G5728569U,MALE,1957-02-12,FILIPINO,OTHER,CLEANER,+6599002063,michael_davis@yahoo.com.sg,560,EUNOS CRESCENT,#10-36,187657,G/20250616/7482,2025-05-26,2025-06-16,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,SCB,20204179,+6590768424,NA,NA,NA,3325.28,"I received a call from an individual named Gladys Lim, claiming to be a bank officer from DBS. He had contacted me using +6590768424.
He informed me of suspicious or fraudulent transactions detected in my bank account and asked me to confirm these transactions. 
When I denied knowledge of such transactions, the call was transferred to another individual named Inspector Thomas Lee via WhatsApp, claiming to be from the Singapore Police Force. 
They accused me of involvement in money laundering and demanded that I transfer my bank funds to a ""safety account"" to assist with the investigations. 
Inspector Thomas Lee showed me his warrant card during the process and I believed him. I complied and transferred the funds, resulting in the following transaction:
A transaction of $3325.28 was made to SCB account 20204179 on 2025-05-26.
I later realized I had been scammed when the individuals became uncontactable. I subsequently verified the situation with the bank and Singapore Police Force through official channels and 
there were no records of Gladys Lim and Inspector Thomas Lee.
",BANK AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,DBS,GLADYS LIM,SINGAPORE POLICE FORCE,INSPECTOR THOMAS LEE,NA,NA,NA
LI LI,WONG,S5406149P,MALE,1954-05-02,SINGAPOREAN,CHINESE,LAWYER,+6591609202,lili.wong@hotmail.com,60,GEYLANG RD,#37-71,980651,D/20250518/2786,2025-05-05,2025-05-18,GOVERNMENT OFFICIALS IMPERSONATION,CALL,WHATSAPP,BANK TRANSFER,BOC,20885474,+6597684648,NA,NA,NA,14554.43,"I received a call from an individual named James Wong, who claimed to be from the Ministry of Manpower. He had contacted me using +6597684648. 
He claimed that workers employed under my details had work permit violations. 
When I denied knowledge of these workers, the call was transferred via WhatsApp to a second individual named Inspector Cayden Tan, claiming to be from the Singapore Police Force. 
He instructed me to transfer money to a bank account to support the investigations. As I was scared, I complied with his requests. As a result, I made the following transaction:
A transaction of $14554.43 was made to BOC account 20885474 on 2025-05-05.
I realized I had been scammed when the individuals became uncontactable. I also verified the situation with the Ministry of Manpower and Singapore Police Force, 
where there were no records of James Wong and Inspector Cayden Tan.
",MOM AND SPF IMPERSONATION,NA,NA,GOVERNMENT OFFICIAL,MINISTRY OF MANPOWER,JAMES WONG,SINGAPORE POLICE FORCE,INSPECTOR CAYDEN TAN,NA,NA,NA
